Type,SFN,Status,Start Time,End Time,Execution Time
DAILY,ODP_DAILY_COMPACTION_SCHEDULE_START,SUCCEEDED,"Aug 22, 2020, 04:50","Aug 22, 2020, 04:50","0 mins, 1 secs"
DAILY,MAPP_RS_AUDIT_START,SUCCEEDED,"Aug 22, 2020, 04:50","Aug 22, 2020, 04:54","4 mins, 5 secs"
DAILY,MAPP_FLAT_FILE_COMPACTION,SUCCEEDED,"Aug 22, 2020, 04:54","Aug 22, 2020, 05:25","30 mins, 25 secs"
DAILY,MAPP_GLPROD_COMPACTION,SUCCEEDED,"Aug 22, 2020, 05:25","Aug 22, 2020, 07:16","1 hrs, 51 mins, 7 secs"
DAILY,MAPP_COMPACTION_GLPROD_INTRADAY,SUCCEEDED,"Aug 22, 2020, 07:16","Aug 22, 2020, 07:58","42 mins, 19 secs"
DAILY,MAPP_RS_AUDIT_FINISH,SUCCEEDED,"Aug 22, 2020, 07:58","Aug 22, 2020, 08:01","3 mins, 0 secs"
DAILY,MAPP_ENTITY_DAILY_MASTER_SCHEDULE,SUCCEEDED,"Aug 22, 2020, 08:01","Aug 22, 2020, 13:25","5 hrs, 23 mins, 52 secs"
DAILY,MAPP_CDS_DAILY_MASTER_SCHEDULE,SUCCEEDED,"Aug 22, 2020, 20:24","Aug 22, 2020, 21:39","1 hrs, 15 mins, 12 secs"
DAILY,MAPP_UNSOURCED_SNAPSHOT_WRAPPER,WAITING,-,-,-
DAILY,MAPP_SNAPSHOT_WRAPPER,SUCCEEDED,"Aug 22, 2020, 21:40","Aug 22, 2020, 22:19","39 mins, 31 secs"
DAILY,MAPP_REFRESH_SPOTFIRE,SUCCEEDED,"Aug 22, 2020, 22:19","Aug 22, 2020, 22:19","0 mins, 3 secs"
