Type,SFN,Status,Start Time,End Time,Execution Time
DAILY,ODP_DAILY_COMPACTION_SCHEDULE_START,SUCCEEDED,"Sep 14, 2020, 04:50","Sep 14, 2020, 04:50","0 mins, 1 secs"
DAILY,MAPP_RS_AUDIT_START,SUCCEEDED,"Sep 14, 2020, 04:50","Sep 14, 2020, 04:53","3 mins, 4 secs"
DAILY,MAPP_FLAT_FILE_COMPACTION,SUCCEEDED,"Sep 14, 2020, 04:53","Sep 14, 2020, 05:19","25 mins, 38 secs"
DAILY,MAPP_GLPROD_COMPACTION,SUCCEEDED,"Sep 14, 2020, 05:19","Sep 14, 2020, 06:38","1 hrs, 18 mins, 59 secs"
DAILY,MAPP_COMPACTION_GLPROD_INTRADAY,SUCCEEDED,"Sep 14, 2020, 06:38","Sep 14, 2020, 07:12","33 mins, 44 secs"
DAILY,MAPP_RS_AUDIT_FINISH,SUCCEEDED,"Sep 14, 2020, 07:12","Sep 14, 2020, 07:13","1 mins, 5 secs"
DAILY,MAPP_ENTITY_DAILY_MASTER_SCHEDULE,SUCCEEDED,"Sep 14, 2020, 07:13","Sep 14, 2020, 08:03","50 mins, 7 secs"
DAILY,MAPP_CDS_DAILY_MASTER_SCHEDULE,SUCCEEDED,"Sep 14, 2020, 08:03","Sep 14, 2020, 09:47","1 hrs, 43 mins, 47 secs"
DAILY,MAPP_UNSOURCED_SNAPSHOT_WRAPPER,SUCCEEDED,"Sep 14, 2020, 09:47","Sep 14, 2020, 10:18","31 mins, 10 secs"
DAILY,MAPP_SNAPSHOT_WRAPPER,SUCCEEDED,"Sep 14, 2020, 10:18","Sep 14, 2020, 10:43","24 mins, 37 secs"
DAILY,MAPP_REFRESH_SPOTFIRE,SUCCEEDED,"Sep 14, 2020, 10:43","Sep 14, 2020, 10:43","0 mins, 1 secs"
