Type,SFN,Status,Start Time,End Time,Execution Time
ONHAND,MAPP_MASTER_ONHAND_SCHEDULE,WAITING,-,-,-
ONHAND,MAPP_COMPACTION_GLPROD_ONHAND_INTRADAY,WAITING,-,-,-
ONHAND,MAPP_ENTITY_ONHAND_MASTER_SCHEDULE_INTRADAY,WAITING,-,-,-
ONHAND,MAPP_CDS_ONHAND_GLPROD_INTRADAY,WAITING,-,-,-
ONHAND,MAPP_UNSOURCED_SNAPSHOT_ONHAND_INTRADAY,WAITING,-,-,-
ONHAND,MAPP_SPOTFIRE_REFRESH_ONHAND,WAITING,-,-,-
