Type,SFN,Status,Start Time,End Time,Execution Time
DAILY,ODP_DAILY_COMPACTION_SCHEDULE_START,SUCCEEDED,"Sep 24, 2020, 04:50","Sep 24, 2020, 04:50","0 mins, 1 secs"
DAILY,MAPP_RS_AUDIT_START,SUCCEEDED,"Sep 24, 2020, 04:50","Sep 24, 2020, 04:52","1 mins, 56 secs"
DAILY,MAPP_FLAT_FILE_COMPACTION,SUCCEEDED,"Sep 24, 2020, 04:52","Sep 24, 2020, 05:21","28 mins, 46 secs"
DAILY,MAPP_GLPROD_COMPACTION,SUCCEEDED,"Sep 24, 2020, 05:21","Sep 24, 2020, 07:08","1 hrs, 47 mins, 10 secs"
DAILY,MAPP_COMPACTION_GLPROD_INTRADAY,SUCCEEDED,"Sep 24, 2020, 07:08","Sep 24, 2020, 07:56","48 mins, 28 secs"
DAILY,MAPP_RS_AUDIT_FINISH,SUCCEEDED,"Sep 24, 2020, 07:56","Sep 24, 2020, 07:57","1 mins, 1 secs"
DAILY,MAPP_ENTITY_DAILY_MASTER_SCHEDULE,SUCCEEDED,"Sep 24, 2020, 07:57","Sep 24, 2020, 09:52","1 hrs, 54 mins, 54 secs"
DAILY,MAPP_CDS_DAILY_MASTER_SCHEDULE,SUCCEEDED,"Sep 24, 2020, 09:52","Sep 24, 2020, 10:27","34 mins, 27 secs"
DAILY,MAPP_UNSOURCED_SNAPSHOT_WRAPPER,SUCCEEDED,"Sep 24, 2020, 10:27","Sep 24, 2020, 10:34","6 mins, 41 secs"
DAILY,MAPP_SNAPSHOT_WRAPPER,SUCCEEDED,"Sep 24, 2020, 10:34","Sep 24, 2020, 10:54","20 mins, 4 secs"
DAILY,MAPP_REFRESH_SPOTFIRE,SUCCEEDED,"Sep 24, 2020, 10:54","Sep 24, 2020, 10:54","0 mins, 3 secs"
