Type,SFN,Status,Start Time,End Time,Execution Time
DAILY,ODP_DAILY_COMPACTION_SCHEDULE_START,SUCCEEDED,"Sep 18, 2020, 04:50","Sep 18, 2020, 04:50","0 mins, 1 secs"
DAILY,MAPP_RS_AUDIT_START,SUCCEEDED,"Sep 18, 2020, 04:50","Sep 18, 2020, 04:53","3 mins, 0 secs"
DAILY,MAPP_FLAT_FILE_COMPACTION,SUCCEEDED,"Sep 18, 2020, 04:53","Sep 18, 2020, 05:19","25 mins, 59 secs"
DAILY,MAPP_GLPROD_COMPACTION,SUCCEEDED,"Sep 18, 2020, 05:19","Sep 18, 2020, 06:41","1 hrs, 21 mins, 41 secs"
DAILY,MAPP_COMPACTION_GLPROD_INTRADAY,SUCCEEDED,"Sep 18, 2020, 06:41","Sep 18, 2020, 07:15","33 mins, 31 secs"
DAILY,MAPP_RS_AUDIT_FINISH,SUCCEEDED,"Sep 18, 2020, 07:15","Sep 18, 2020, 07:16","0 mins, 54 secs"
DAILY,MAPP_ENTITY_DAILY_MASTER_SCHEDULE,SUCCEEDED,"Sep 18, 2020, 07:16","Sep 18, 2020, 08:06","50 mins, 33 secs"
DAILY,MAPP_CDS_DAILY_MASTER_SCHEDULE,SUCCEEDED,"Sep 18, 2020, 08:06","Sep 18, 2020, 10:11","2 hrs, 5 mins, 0 secs"
DAILY,MAPP_UNSOURCED_SNAPSHOT_WRAPPER,SUCCEEDED,"Sep 18, 2020, 10:11","Sep 18, 2020, 10:37","25 mins, 35 secs"
DAILY,MAPP_SNAPSHOT_WRAPPER,SUCCEEDED,"Sep 18, 2020, 10:37","Sep 18, 2020, 10:57","19 mins, 56 secs"
DAILY,MAPP_REFRESH_SPOTFIRE,SUCCEEDED,"Sep 18, 2020, 10:57","Sep 18, 2020, 10:57","0 mins, 3 secs"
