Type,SFN,Status,Start Time,End Time,Execution Time
DAILY,ODP_DAILY_COMPACTION_SCHEDULE_START,SUCCEEDED,"Sep 22, 2020, 04:50","Sep 22, 2020, 04:50","0 mins, 1 secs"
DAILY,MAPP_RS_AUDIT_START,SUCCEEDED,"Sep 22, 2020, 04:50","Sep 22, 2020, 04:53","3 mins, 6 secs"
DAILY,MAPP_FLAT_FILE_COMPACTION,SUCCEEDED,"Sep 22, 2020, 04:53","Sep 22, 2020, 05:15","22 mins, 13 secs"
DAILY,MAPP_GLPROD_COMPACTION,SUCCEEDED,"Sep 22, 2020, 05:15","Sep 22, 2020, 07:13","1 hrs, 57 mins, 12 secs"
DAILY,MAPP_COMPACTION_GLPROD_INTRADAY,SUCCEEDED,"Sep 22, 2020, 07:13","Sep 22, 2020, 08:06","53 mins, 16 secs"
DAILY,MAPP_RS_AUDIT_FINISH,SUCCEEDED,"Sep 22, 2020, 08:06","Sep 22, 2020, 08:07","1 mins, 5 secs"
DAILY,MAPP_ENTITY_DAILY_MASTER_SCHEDULE,SUCCEEDED,"Sep 22, 2020, 08:07","Sep 22, 2020, 09:57","1 hrs, 49 mins, 45 secs"
DAILY,MAPP_CDS_DAILY_MASTER_SCHEDULE,SUCCEEDED,"Sep 22, 2020, 09:57","Sep 22, 2020, 10:27","29 mins, 50 secs"
DAILY,MAPP_UNSOURCED_SNAPSHOT_WRAPPER,SUCCEEDED,"Sep 22, 2020, 10:27","Sep 22, 2020, 10:34","7 mins, 31 secs"
DAILY,MAPP_SNAPSHOT_WRAPPER,SUCCEEDED,"Sep 22, 2020, 10:34","Sep 22, 2020, 10:50","15 mins, 29 secs"
DAILY,MAPP_REFRESH_SPOTFIRE,SUCCEEDED,"Sep 22, 2020, 10:50","Sep 22, 2020, 10:50","0 mins, 3 secs"
