Type,SFN,Status,Start Time,End Time,Execution Time
COMPACTION,ALIGNIQ_COMPACTION,SUCCEEDED,"Sep 02, 2020, 06:57","Sep 02, 2020, 07:07","9 mins, 37 secs"
COMPACTION,APTTUS_COMPACTION,SUCCEEDED,"Sep 02, 2020, 07:34","Sep 02, 2020, 07:59","25 mins, 27 secs"
COMPACTION,BF_EDHR_CS_COMPACTION,SUCCEEDED,"Sep 02, 2020, 09:07","Sep 02, 2020, 10:20","1 hrs, 13 mins, 5 secs"
COMPACTION,BFE_COMPACTION,SUCCEEDED,"Sep 02, 2020, 06:28","Sep 02, 2020, 07:11","42 mins, 58 secs"
COMPACTION,CHU_COMPACTION,SUCCEEDED,"Sep 02, 2020, 08:53","Sep 02, 2020, 09:13","19 mins, 47 secs"
COMPACTION,CONNECTIVITY_COMPACTION,SUCCEEDED,"Sep 02, 2020, 06:28","Sep 02, 2020, 06:54","25 mins, 49 secs"
COMPACTION,CSO_COMPACTION,SUCCEEDED,"Sep 02, 2020, 08:40","Sep 02, 2020, 08:53","13 mins, 17 secs"
COMPACTION,DRM_COMPACTION,SUCCEEDED,"Sep 02, 2020, 08:16","Sep 02, 2020, 08:40","23 mins, 23 secs"
COMPACTION,ELICENSE_COMPACTION,SUCCEEDED,"Sep 02, 2020, 10:20","Sep 02, 2020, 10:38","17 mins, 38 secs"
COMPACTION,FLAT_FILE_COMPACTION,SUCCEEDED,"Sep 02, 2020, 07:42","Sep 02, 2020, 08:10","27 mins, 6 secs"
COMPACTION,GIB_COMPACTION,SUCCEEDED,"Sep 02, 2020, 10:12","Sep 02, 2020, 10:55","43 mins, 9 secs"
COMPACTION,GLA_COMPACTION,SUCCEEDED,"Sep 02, 2020, 01:30","Sep 02, 2020, 05:54","4 hrs, 23 mins, 58 secs"
COMPACTION,GLPROD_COMPACTION,SUCCEEDED,"Sep 02, 2020, 06:28","Sep 02, 2020, 10:54","4 hrs, 25 mins, 50 secs"
COMPACTION,GPM_COMPACTION,SUCCEEDED,"Sep 02, 2020, 07:59","Sep 02, 2020, 09:07","1 hrs, 7 mins, 49 secs"
COMPACTION,MAPP_COMPACTION_GLPROD_INTRADAY,SUCCEEDED,"Sep 02, 2020, 06:28","Sep 02, 2020, 06:59","30 mins, 24 secs"
COMPACTION,MAPP_FLAT_FILE_COMPACTION,SUCCEEDED,"Sep 02, 2020, 04:52","Sep 02, 2020, 05:15","22 mins, 57 secs"
COMPACTION,MAPP_GLPROD_COMPACTION,SUCCEEDED,"Sep 02, 2020, 05:15","Sep 02, 2020, 06:28","1 hrs, 13 mins, 9 secs"
COMPACTION,MAPP_RS_AUDIT_FINISH,SUCCEEDED,"Sep 02, 2020, 06:59","Sep 02, 2020, 07:01","2 mins, 12 secs"
COMPACTION,MAPP_RS_AUDIT_START,SUCCEEDED,"Sep 02, 2020, 04:50","Sep 02, 2020, 04:52","1 mins, 55 secs"
COMPACTION,MUST_COMPACTION,SUCCEEDED,"Sep 02, 2020, 06:28","Sep 02, 2020, 07:34","1 hrs, 5 mins, 9 secs"
COMPACTION,MWS_COMPACTION,SUCCEEDED,"Sep 02, 2020, 06:28","Sep 02, 2020, 06:57","28 mins, 38 secs"
COMPACTION,MWSAGILE_COMPACTION,SUCCEEDED,"Sep 02, 2020, 07:11","Sep 02, 2020, 07:22","10 mins, 15 secs"
COMPACTION,NVO_COMPACTION,SUCCEEDED,"Sep 02, 2020, 08:10","Sep 02, 2020, 08:16","6 mins, 37 secs"
COMPACTION,PQW_COMPACTION,SUCCEEDED,"Sep 02, 2020, 07:07","Sep 02, 2020, 07:42","35 mins, 44 secs"
COMPACTION,RULE_STUDIO_COMPACTION,SUCCEEDED,"Sep 02, 2020, 09:57","Sep 02, 2020, 10:12","14 mins, 28 secs"
COMPACTION,SALESFORCE_COMPACTION,SUCCEEDED,"Sep 02, 2020, 06:56","Sep 02, 2020, 07:48","52 mins, 21 secs"
COMPACTION,SBOM_COMPACTION,SUCCEEDED,"Sep 02, 2020, 06:28","Sep 02, 2020, 06:55","27 mins, 6 secs"
COMPACTION,SERVICEMAX_COMPACTION,SUCCEEDED,"Sep 02, 2020, 07:22","Sep 02, 2020, 09:56","2 hrs, 34 mins, 49 secs"
COMPACTION,SIEBEL_AMERICAS_COMPACTION,SUCCEEDED,"Sep 02, 2020, 06:54","Sep 02, 2020, 09:57","3 hrs, 3 mins, 15 secs"
COMPACTION,SIT_COMPACTION,SUCCEEDED,"Sep 02, 2020, 07:48","Sep 02, 2020, 10:15","2 hrs, 27 mins, 13 secs"
ENTITY,CD_ENTITY_MASTER_SCHEDULE,SUCCEEDED,"Sep 02, 2020, 10:55","Sep 02, 2020, 11:49","54 mins, 18 secs"
ENTITY,CI_ENTITY_MASTER_SCHEDULE,SUCCEEDED,"Sep 02, 2020, 13:19","Sep 02, 2020, 13:56","37 mins, 3 secs"
ENTITY,CI_SR_ENTITY_SAM_SIT_MUST_BFE,SUCCEEDED,"Sep 02, 2020, 11:49","Sep 02, 2020, 13:18","1 hrs, 29 mins, 0 secs"
ENTITY,IB_INTEL_ENTITY_DQ_FRAMEWORK,WAITING,-,-,-
ENTITY,IB_INTEL_ENTITY_MASTER_SCHEDULE,SUCCEEDED,"Sep 02, 2020, 11:49","Sep 02, 2020, 12:32","42 mins, 7 secs"
ENTITY,IB_UPGRADE_ENTITY_JOBS,WAITING,-,-,-
ENTITY,MAPP_ENTITY_DAILY_MASTER_SCHEDULE,SUCCEEDED,"Sep 02, 2020, 07:01","Sep 02, 2020, 08:02","1 hrs, 0 mins, 34 secs"
ENTITY,MAPP_REFRESH_SPOTFIRE,SUCCEEDED,"Sep 02, 2020, 10:58","Sep 02, 2020, 10:58","0 mins, 3 secs"
ENTITY,MAPP_SNAPSHOT_WRAPPER,SUCCEEDED,"Sep 02, 2020, 10:32","Sep 02, 2020, 10:58","25 mins, 22 secs"
ENTITY,MAPP_UNSOURCED_SNAPSHOT_WRAPPER,WAITING,-,-,-
ENTITY,SR_ENTITY_MASTER_SCHEDULE,RUNNING,"Sep 02, 2020, 15:24",-,-
CDS,CI_CDS_AR_INVC_CDS_DTL_F_SUMMARY,WAITING,-,-,-
CDS,CI_CDS_MASTER_SCHEDULE,RUNNING,"Sep 02, 2020, 15:24",-,-
CDS,IB_INTEL_CDS_MASTER_SCHEDULE,SUCCEEDED,"Sep 02, 2020, 12:32","Sep 02, 2020, 15:24","2 hrs, 52 mins, 6 secs"
