Type,SFN,Status,Start Time,End Time,Execution Time
DAILY,ODP_DAILY_COMPACTION_SCHEDULE_START,SUCCEEDED,"Sep 15, 2020, 04:50","Sep 15, 2020, 04:50","0 mins, 1 secs"
DAILY,MAPP_RS_AUDIT_START,SUCCEEDED,"Sep 15, 2020, 04:50","Sep 15, 2020, 04:54","3 mins, 58 secs"
DAILY,MAPP_FLAT_FILE_COMPACTION,SUCCEEDED,"Sep 15, 2020, 04:54","Sep 15, 2020, 05:19","24 mins, 29 secs"
DAILY,MAPP_GLPROD_COMPACTION,SUCCEEDED,"Sep 15, 2020, 05:19","Sep 15, 2020, 06:29","1 hrs, 10 mins, 26 secs"
DAILY,MAPP_COMPACTION_GLPROD_INTRADAY,SUCCEEDED,"Sep 15, 2020, 06:29","Sep 15, 2020, 07:02","32 mins, 48 secs"
DAILY,MAPP_RS_AUDIT_FINISH,SUCCEEDED,"Sep 15, 2020, 07:02","Sep 15, 2020, 07:03","0 mins, 57 secs"
DAILY,MAPP_ENTITY_DAILY_MASTER_SCHEDULE,SUCCEEDED,"Sep 15, 2020, 07:03","Sep 15, 2020, 07:48","45 mins, 23 secs"
DAILY,MAPP_CDS_DAILY_MASTER_SCHEDULE,SUCCEEDED,"Sep 15, 2020, 07:48","Sep 15, 2020, 08:19","30 mins, 10 secs"
DAILY,MAPP_UNSOURCED_SNAPSHOT_WRAPPER,SUCCEEDED,"Sep 15, 2020, 08:19","Sep 15, 2020, 09:04","45 mins, 16 secs"
DAILY,MAPP_SNAPSHOT_WRAPPER,SUCCEEDED,"Sep 15, 2020, 09:04","Sep 15, 2020, 10:34","1 hrs, 30 mins, 24 secs"
DAILY,MAPP_REFRESH_SPOTFIRE,SUCCEEDED,"Sep 15, 2020, 10:34","Sep 15, 2020, 10:34","0 mins, 1 secs"
